nuclide,mass,uncertainty
119Ag,118.915666,0.00009638
119Cd,118.9099226,0.000086285
119In,118.9058463,0.000008313
119Sn,118.9033089,0.000003004
119Sb,118.9039465,0.000008749
119Te,118.9064081,0.000009007
119I,118.9101808,0.000068087
119Xe,118.9155543,0.000132501
119Cs,118.9223709,0.000015136
119Ba,118.9310519,0.001094894
119La,118.94099,0.00075
119Ce,118.95276,0.00097
120Rh,119.93578,0.00086
120Pd,119.92403,0.00043
120Ag,119.9187886,0.000078546
120Cd,119.9098514,0.000020175
120In,119.9079615,0.000043026
120Sn,119.9021966,0.000002698
120Sb,119.9050743,0.000008126
120Te,119.9040199,0.000011066
120I,119.9100478,0.000019539
120Xe,119.912152,0.000047178
120Cs,119.9206782,0.000010596
120Ba,119.9260459,0.000322238
120La,119.93807,0.00064
120Ce,119.94664,0.00086
121Rh,120.93808,0.00097
121Pd,120.92818,0.00054
121Ag,120.9198511,0.000157607
121Cd,120.9129804,0.000090796
121In,120.9078488,0.00002946
121Sn,120.9042369,0.00000267
121Sb,120.903818,0.000002432
121Te,120.9049298,0.00002707
121I,120.9073661,0.00001196
121Xe,120.9113865,0.000026288
121Cs,120.9171836,0.000015167
121Ba,120.9244859,0.0003255
121La,120.93301,0.00054
121Ce,120.94367,0.00075
121Pr,120.955364,0.000862
122Pd,121.9298,0.00054
122Ag,121.92332,0.00022
122Cd,121.9135,0.00022
122In,121.9102771,0.000053755
122Sn,121.9034401,0.000002892
122Sb,121.9051754,0.000002404
122Te,121.9030471,0.000001986
122I,121.9075925,0.000005723
122Xe,121.9085484,0.000093792
122Cs,121.9161219,0.000017529
122Ba,121.92026,0.00032
122La,121.93071,0.00054
122Ce,121.93801,0.00064
122Pr,121.95165,0.00086
123Pd,122.93426,0.00064
123Ag,122.9249,0.00032
123Cd,122.9170037,0.00004388
123In,122.910439,0.000025892
123Sn,122.9057219,0.000002878
123Sb,122.9042157,0.000002153
123Te,122.904273,0.000001941
123I,122.9055979,0.000003894
123Xe,122.9084707,0.000016567
123Cs,122.9129902,0.000013114
123Ba,122.91885,0.00032
123La,122.92624,0.00043
123Ce,122.93551,0.00054
123Pr,122.94596,0.00075
124Ag,123.92853,0.00043
124Cd,123.9176483,0.000067248
124In,123.9131759,0.000052625
124Sn,123.9052746,0.000001494
124Sb,123.9059375,0.000002152
124Te,123.9028195,0.000001589
124I,123.9062114,0.000002551
124Xe,123.9058958,0.000002096
124Cs,123.9122457,0.000012764
124Ba,123.9150884,0.000015331
124La,123.92453,0.00032
124Ce,123.93052,0.00054
124Pr,123.94296,0.00064
125Ag,124.93054,0.00043
125Cd,124.9212472,0.00007396
125In,124.9136014,0.000032246
125Sn,124.9077849,0.000001607
125Sb,124.9052478,0.000003046
125Te,124.9044247,0.000002022
125I,124.9046242,0.000002023
125Xe,124.9063982,0.000002139
125Cs,124.9097249,0.000008414
125Ba,124.9146202,0.000268518
125La,124.92067,0.00032
125Ce,124.92854,0.00043
125Pr,124.93783,0.00054
126Ag,125.9345,0.00043
126Cd,125.922354,0.000058125
126In,125.9164645,0.000043415
126Sn,125.907654,0.000011484
126Sb,125.9072482,0.000034193
126Te,125.9033055,0.000002012
126I,125.9056194,0.000004162
126Xe,125.9042689,0.000006793
126Cs,125.909448,0.000013249
126Ba,125.9112441,0.000015331
126La,125.91937,0.00032
126Ce,125.9241,0.00043
126Pr,125.93531,0.00054
126Nd,125.94307,0.00075
127Ag,126.93688,0.00054
127Cd,126.9264348,0.00007992
127In,126.917344,0.000042578
127Sn,126.910351,0.000026558
127Sb,126.9069146,0.000006441
127Te,126.9052173,0.000003561
127I,126.9044684,0.000003962
127Xe,126.9051796,0.000004483
127Cs,126.9074176,0.000009388
127Ba,126.9111213,0.000107764
127La,126.91616,0.00024
127Ce,126.92275,0.00032
127Pr,126.93083,0.00043
127Nd,126.9405,0.00064
128Cd,127.9277606,0.000315668
128In,127.9201707,0.000052163
128Sn,127.910535,0.000029222
128Sb,127.9091673,0.000026906
128Te,127.9044614,0.000001908
128I,127.9058053,0.000003962
128Xe,127.9035304,0.000001528
128Cs,127.9077479,0.00000591
128Ba,127.9083089,0.000012036
128La,127.9154479,0.000429586
128Ce,127.91887,0.00032
128Pr,127.9288,0.00043
128Nd,127.93539,0.00064
128Pm,127.94826,0.00097
129Cd,128.93226,0.00043
129In,128.921658,0.000135297
129Sn,128.91344,0.000130863
129Sb,128.9091501,0.000023003
129Te,128.9065956,0.000003246
129I,128.9049875,0.00000365
129Xe,128.9047795,0.000000873
129Cs,128.9060634,0.000004984
129Ba,128.9086737,0.000012297
129La,128.9126673,0.000055068
129Ce,128.918089,0.000222
129Pr,128.92486,0.00032
129Nd,128.933254,0.000385
129Pm,128.94316,0.00086
130Cd,129.93398,0.00043
130In,129.9248549,0.000051414
130Sn,129.9138522,0.000031292
130Sb,129.9115465,0.00002692
130Te,129.9062228,0.000002086
130I,129.906674,0.00000365
130Xe,129.9035079,0.000000961
130Cs,129.9067062,0.000009103
130Ba,129.9063105,0.000007391
130La,129.91232,0.00022
130Ce,129.914694,0.000657
130Pr,129.92338,0.00032
130Nd,129.92878,0.00054
130Pm,129.94045,0.00075
130Sm,129.94863,0.00097
131In,130.9267674,0.000081736
131Sn,130.9169191,0.000078185
131Sb,130.9119465,0.000075179
131Te,130.9085219,0.000002154
131I,130.9061242,0.000001229
131Xe,130.9050819,0.000001044
131Cs,130.9054602,0.000005748
131Ba,130.9069308,0.000007393
131La,130.9101085,0.000107609
131Ce,130.9144241,0.000442695
131Pr,130.9200602,0.000471074
131Nd,130.9271027,0.000497837
131Pm,130.9358,0.00064
131Sm,130.94589,0.00097
132In,131.932919,0.000070182
132Sn,131.9177445,0.000027866
132Sb,131.9144132,0.000024709
132Te,131.9085238,0.000012229
132I,131.9079945,0.000011451
132Xe,131.9041545,0.000001208
132Cs,131.9064298,0.000003517
132Ba,131.9050562,0.000003353
132La,131.9101104,0.000048127
132Ce,131.91149,0.00021
132Pr,131.91912,0.00021
132Nd,131.92312,0.00032
132Pm,131.93375,0.00054
132Sm,131.94082,0.00075
132Eu,131.95416,0.00097
133In,132.93834,0.00043
133Sn,132.9238141,0.000086354
133Sb,132.9152365,0.000082077
133Te,132.9109391,0.000080882
133I,132.9078065,0.000027917
133Xe,132.9059057,0.000004084
133Cs,132.9054469,0.000003169
133Ba,132.9060024,0.000003333
133La,132.9083964,0.000214735
133Ce,132.91155,0.00021
133Pr,132.9162,0.00021
133Nd,132.92221,0.00032
133Pm,132.92972,0.00054
133Sm,132.93873,0.00064
133Eu,132.9489,0.00097
134In,133.94466,0.00054
134Sn,133.9284636,0.0001126
134Sb,133.9205516,0.000057823
134Te,133.9115405,0.000036019
134I,133.9098766,0.000016129
134Xe,133.9053945,0.000000907
134Cs,133.9067134,0.000003169
134Ba,133.9045033,0.00000318
134La,133.9084896,0.000027799
134Ce,133.9090264,0.000216501
134Pr,133.915672,0.00032
134Nd,133.918645,0.000358
134Pm,133.92849,0.000418
134Sm,133.93402,0.00054
134Eu,133.94632,0.00075
135Sn,134.93473,0.00043
135Sb,134.925168,0.000112827
135Te,134.9164508,0.00009924
135I,134.9100503,0.000025074
135Xe,134.9072075,0.000010688
135Cs,134.9059719,0.000003344
135Ba,134.9056827,0.000003199
135La,134.906971,0.000011202
135Ce,134.9091456,0.000012271
135Pr,134.9131391,0.000161499
135Nd,134.91824,0.00022
135Pm,134.924617,0.000347
135Sm,134.93235,0.00054
135Eu,134.94172,0.00064
136Sn,135.93934,0.00054
136Sb,135.93066,0.00032
136Te,135.9201032,0.000052298
136I,135.9146551,0.000053844
136Xe,135.9072195,0.000007685
136Cs,135.9073057,0.000003769
136Ba,135.9045701,0.000003199
136La,135.9076512,0.000075216
136Ce,135.9071436,0.000051266
136Pr,135.9126469,0.000054796
136Nd,135.9150205,0.000061016
136Pm,135.9234479,0.00022321
136Sm,135.9283,0.00043
136Eu,135.9395,0.00054
136Gd,135.94707,0.00075
137Sn,136.94579,0.00064
137Sb,136.93531,0.00043
137Te,136.9253248,0.00013148
137I,136.9178727,0.000029814
137Xe,136.9115629,0.00000769
137Cs,136.9070835,0.000003204
137Ba,136.9058214,0.000003199
137La,136.9064657,0.000051296
137Ce,136.9077776,0.000051268
137Pr,136.9106784,0.00005238
137Nd,136.9146397,0.00007813
137Pm,136.920713,0.000145
137Sm,136.9270467,0.000123174
137Eu,136.93521,0.00054
137Gd,136.94465,0.00064
138Sb,137.94096,0.00054
138Te,137.92922,0.00022
138I,137.9223837,0.000085018
138Xe,137.9139885,0.000039759
138Cs,137.9110105,0.000010276
138Ba,137.9052413,0.000003199
138La,137.9071068,0.000004421
138Ce,137.9059856,0.000011322
138Pr,137.9107489,0.000015602
138Nd,137.91193,0.000215
138Pm,137.919445,0.000344
138Sm,137.92354,0.00032
138Eu,137.93345,0.00043
138Gd,137.93997,0.00054
138Tb,137.95287,0.00086
139Sb,138.94571,0.00064
139Te,138.93473,0.00043
139I,138.9260934,0.000033509
139Xe,138.9187869,0.000022653
139Cs,138.9133579,0.000004633
139Ba,138.9088354,0.000003199
139La,138.9063482,0.000003452
139Ce,138.9066466,0.00000827
139Pr,138.9089322,0.000008875
139Nd,138.9119242,0.000054406
139Pm,138.9167598,0.000062735
139Sm,138.922302,0.000016
139Eu,138.929838,0.000162
139Gd,138.93808,0.00054
139Tb,138.94803,0.00075
140Te,139.9387,0.00054
140I,139.93121,0.00023
140Xe,139.9216357,0.000065088
140Cs,139.9172771,0.000009349
140Ba,139.9105995,0.00000902
140La,139.9094726,0.000003452
140Ce,139.905434,0.0000033
140Pr,139.9090712,0.000007237
140Nd,139.9093098,0.000020593
140Pm,139.9158016,0.000032431
140Sm,139.918991,0.000016
140Eu,139.9280839,0.000056011
140Gd,139.933945,0.000433
140Tb,139.94554,0.000962
140Dy,139.95379,0.00097
141Te,140.94439,0.00054
141I,140.93483,0.00032
141Xe,140.9266463,0.000097273
141Cs,140.920044,0.000011257
141Ba,140.9144064,0.00000884
141La,140.910957,0.000005302
141Ce,140.9082711,0.000003288
141Pr,140.9076477,0.000003244
141Nd,140.9096048,0.000004425
141Pm,140.9136066,0.000029217
141Sm,140.9184685,0.000013074
141Eu,140.9248859,0.000030419
141Gd,140.93221,0.00032
141Tb,140.94116,0.00064
141Dy,140.95119,0.00075
142Te,141.9485,0.00064
142I,141.94018,0.00043
142Xe,141.929703,0.000107954
142Cs,141.9242923,0.00001136
142Ba,141.9164482,0.000006861
142La,141.9140745,0.000006356
142Ce,141.9092397,0.000003678
142Pr,141.9100399,0.000003244
142Nd,141.9077186,0.000003028
142Pm,141.9129507,0.000045644
142Sm,141.9151933,0.000011484
142Eu,141.9234,0.000032785
142Gd,141.928231,0.000324
142Tb,141.938859,0.000818
142Dy,141.946267,0.000846
142Ho,141.95986,0.00107
143I,142.94407,0.00043
143Xe,142.93489,0.00024
143Cs,142.9273303,0.000023923
143Ba,142.9206172,0.000014311
143La,142.9160586,0.000016424
143Ce,142.9123812,0.000003674
143Pr,142.9108122,0.000003314
143Nd,142.9098096,0.000003026
143Pm,142.9109276,0.00000392
143Sm,142.9146236,0.000004325
143Eu,142.9202866,0.000014355
143Gd,142.9267386,0.000215188
143Tb,142.93475,0.00043
143Dy,142.94383,0.00054
143Ho,142.95469,0.00075
144I,143.94961,0.00054
144Xe,143.93823,0.00034
144Cs,143.9320274,0.000030566
144Ba,143.9229405,0.000014864
144La,143.9195917,0.000060076
144Ce,143.9136427,0.000004073
144Pr,143.9133006,0.000003974
144Nd,143.9100826,0.000003027
144Pm,143.9125858,0.000003818
144Sm,143.9119947,0.00000352
144Eu,143.9187741,0.000018882
144Gd,143.922789,0.000216
144Tb,143.93253,0.00032
144Dy,143.93907,0.00043
144Ho,143.95164,0.00064
144Er,143.96059,0.00086
145Xe,144.94367,0.00043
145Cs,144.9353882,0.00005377
145Ba,144.9269238,0.000063965
145La,144.9216384,0.000073542
145Ce,144.9172279,0.000042548
145Pr,144.9145069,0.000008171
145Nd,144.9125688,0.000003053
145Pm,144.9127439,0.000003769
145Sm,144.9134056,0.000003526
145Eu,144.9162613,0.000004562
145Gd,144.9216875,0.000039168
145Tb,144.92888,0.000243
145Dy,144.936953,0.000324
145Ho,144.94688,0.00064
145Er,144.95746,0.00075
146Xe,145.9473,0.00043
146Cs,145.940162,0.000086051
146Ba,145.9301066,0.000084076
146La,145.9257001,0.000079422
146Ce,145.9186897,0.000069971
146Pr,145.917588,0.000062566
146Nd,145.9131121,0.000003053
146Pm,145.9146922,0.000005343
146Sm,145.9130368,0.000004263
146Eu,145.9171997,0.000007689
146Gd,145.9183053,0.000005552
146Tb,145.9271806,0.000048869
146Dy,145.9327201,0.000117954
146Ho,145.9441,0.00054
146Er,145.95212,0.00064
146Tm,145.966495,0.00075
147Xe,146.95301,0.00054
147Cs,146.9438644,0.000161295
147Ba,146.9339925,0.000099048
147La,146.9278196,0.000083242
147Ce,146.922511,0.000058677
147Pr,146.918979,0.000039987
147Nd,146.9160958,0.000003055
147Pm,146.9151339,0.000003103
147Sm,146.9148933,0.000003103
147Eu,146.9167412,0.000003862
147Gd,146.9190894,0.00000377
147Tb,146.9240372,0.000012907
147Dy,146.9308785,0.000056721
147Ho,146.93984,0.00043
147Er,146.94931,0.00054
147Tm,146.961081,0.00064
148Cs,147.9488995,0.000631121
148Ba,147.9376824,0.000151275
148La,147.9321912,0.000136877
148Ce,147.9243947,0.00012536
148Pr,147.9221832,0.000096084
148Nd,147.9168885,0.000003497
148Pm,147.9174678,0.000007164
148Sm,147.9148179,0.00000312
148Eu,147.9181538,0.000018854
148Gd,147.9181098,0.00000352
148Tb,147.9242986,0.000032776
148Dy,147.9271779,0.000034489
148Ho,147.937269,0.000291
148Er,147.94444,0.00043
148Tm,147.95755,0.00075
148Yb,147.96676,0.00086
149Cs,148.95272,0.00032
149Ba,148.94246,0.00043
149La,148.93437,0.00032
149Ce,148.9282892,0.000081318
149Pr,148.9237911,0.000011392
149Nd,148.9201442,0.000003499
149Pm,148.9183292,0.00000478
149Sm,148.9171795,0.000003137
149Eu,148.9179259,0.000005054
149Gd,148.9193364,0.000004602
149Tb,148.9232416,0.000005143
149Dy,148.927334,0.000011904
149Ho,148.9337899,0.000023219
149Er,148.942174,0.000506
149Tm,148.95265,0.00064
149Yb,148.96348,0.00075
150Cs,149.95797,0.00054
150Ba,149.94562,0.00054
150La,149.93857,0.00043
150Ce,149.9302264,0.000129328
150Pr,149.926995,0.000085968
150Nd,149.9208866,0.000003812
150Pm,149.9209795,0.000021694
150Sm,149.9172715,0.000003103
150Eu,149.9196983,0.000007526
150Gd,149.9186555,0.000007457
150Tb,149.9236542,0.000008877
150Dy,149.9255797,0.000005795
150Ho,149.933352,0.000108
150Er,149.937762,0.000109
150Tm,149.94967,0.00054
150Yb,149.95799,0.00064
150Lu,149.972668,0.00075
151Cs,150.962,0.00075
151Ba,150.9507,0.00064
151La,150.94156,0.00054
151Ce,150.93404,0.00032
151Pr,150.9282279,0.000038082
151Nd,150.9238247,0.000003818
151Pm,150.9212027,0.000005975
151Sm,150.9199284,0.000003103
151Eu,150.919846,0.000003118
151Gd,150.9203443,0.000004281
151Tb,150.9230982,0.000005196
151Dy,150.9261796,0.000004718
151Ho,150.9316808,0.000013062
151Er,150.93746,0.00032
151Tm,150.945434,0.000145
151Yb,150.955249,0.00034
151Lu,150.967147,0.000649
152Ba,151.95416,0.00075
152La,151.94611,0.00064
152Ce,151.93638,0.00043
152Pr,151.9316,0.00032
152Nd,151.9246824,0.000032431
152Pm,151.9234906,0.000077051
152Sm,151.9197282,0.000003129
152Eu,151.9217404,0.000003118
152Gd,151.9197879,0.000003171
152Tb,151.9240713,0.000043059
152Dy,151.9247139,0.000005852
152Ho,151.9317406,0.000032808
152Er,151.9350785,0.000034533
152Tm,151.9443,0.00032
152Yb,151.950167,0.000382
152Lu,151.96361,0.00075
153Ba,152.95961,0.00097
153La,152.94945,0.00075
153Ce,152.94058,0.00054
153Pr,152.93365,0.00032
153Nd,152.9276945,0.00002941
153Pm,152.9241132,0.000012028
153Sm,152.9220939,0.000003139
153Eu,152.9212262,0.000003119
153Gd,152.9217463,0.000003168
153Tb,152.9234309,0.00000512
153Dy,152.9257609,0.000005168
153Ho,152.9301945,0.000006392
153Er,152.9350931,0.000012011
153Tm,152.9420276,0.000023267
153Yb,152.94921,0.00032
153Lu,152.95869,0.00064
154La,153.9544,0.00086
154Ce,153.94332,0.00064
154Pr,153.93739,0.00043
154Nd,153.9294833,0.000122404
154Pm,153.926547,0.000079078
154Sm,153.9222053,0.000003191
154Eu,153.9229754,0.000003128
154Gd,153.9208623,0.000003164
154Tb,153.9246862,0.00005377
154Dy,153.924422,0.000009273
154Ho,153.9305963,0.000009695
154Er,153.9327773,0.000006452
154Tm,153.941424,0.00012
154Yb,153.946242,0.000109
154Lu,153.9571,0.00054
154Hf,153.96425,0.00075
155La,154.95813,0.00097
155Ce,154.94804,0.00075
155Pr,154.93999,0.00054
155Nd,154.9326296,0.000164252
155Pm,154.928097,0.000032366
155Sm,154.9246359,0.000003207
155Eu,154.9228894,0.000003154
155Gd,154.9226188,0.000003166
155Tb,154.9235004,0.000013093
155Dy,154.925749,0.000012934
155Ho,154.9290791,0.000025066
155Er,154.9332043,0.000053884
155Tm,154.9391916,0.000014296
155Yb,154.945792,0.00032
155Lu,154.954233,0.000144
155Hf,154.96276,0.00064
156Ce,155.95126,0.00086
156Pr,155.94412,0.00064
156Nd,155.9352,0.00043
156Pm,155.9310604,0.000038956
156Sm,155.9255262,0.000010284
156Eu,155.9247509,0.000006299
156Gd,155.9221196,0.000003166
156Tb,155.9247437,0.000005
156Dy,155.9242783,0.000007214
156Ho,155.92971,0.000215
156Er,155.931015,0.000079136
156Tm,155.9390069,0.000062909
156Yb,155.9428471,0.000035401
156Lu,155.952907,0.000324
156Hf,155.959247,0.000383
156Ta,155.971689,0.00064
157Ce,156.95634,0.00097
157Pr,156.94717,0.00075
157Nd,156.93927,0.00054
157Pm,156.9332,0.00032
157Sm,156.9283545,0.000054097
157Eu,156.9254194,0.000006723
157Gd,156.9239567,0.000003168
157Tb,156.9240212,0.000003182
157Dy,156.9254613,0.0000073
157Ho,156.9281881,0.000054171
157Er,156.9319455,0.00008621
157Tm,156.9367561,0.000114868
157Yb,156.9426587,0.000055005
157Lu,156.9501015,0.000023497
157Hf,156.958127,0.000324
157Ta,156.968145,0.000642
158Pr,157.95178,0.00086
158Nd,157.94187,0.00064
158Pm,157.93669,0.00043
158Sm,157.9299879,0.000084089
158Eu,157.9278419,0.000082533
158Gd,157.9241005,0.000003169
158Tb,157.9254103,0.000003219
158Dy,157.9244046,0.000003912
158Ho,157.9289457,0.000032443
158Er,157.929912,0.000112
158Tm,157.936996,0.000125
158Yb,157.9398579,0.000010641
158Lu,157.949169,0.000132
158Hf,157.954647,0.000109
158Ta,157.966368,0.000543
158W,157.973939,0.000751
159Pr,158.95523,0.00097
159Nd,158.94639,0.00075
159Pm,158.93913,0.00054
159Sm,158.9332,0.00032
159Eu,158.9290845,0.00000862
159Gd,158.9263851,0.000003172
159Tb,158.9253431,0.000003174
159Dy,158.9257357,0.000003351
159Ho,158.9277085,0.000004419
159Er,158.9306807,0.000004912
159Tm,158.934809,0.000070124
159Yb,158.9401537,0.000096705
159Lu,158.9466151,0.000053291
159Hf,158.954003,0.000324
159Ta,158.962914,0.000133
159W,158.97228,0.000642
160Nd,159.94939,0.00086
160Pm,159.94299,0.00064
160Sm,159.93514,0.00043
160Eu,159.931967,0.000215
160Gd,159.9270506,0.000003216
160Tb,159.927164,0.000003188
160Dy,159.9251937,0.000003232
160Ho,159.9287257,0.000016424
160Er,159.9290789,0.000054897
160Tm,159.9350908,0.000326708
160Yb,159.93756,0.000222
160Lu,159.946019,0.000246
160Hf,159.9507136,0.000035546
160Ta,159.961358,0.000329
160W,159.968369,0.000383
160Re,159.981485,0.00064
161Nd,160.95433,0.00097
161Pm,160.94586,0.00075
161Sm,160.93883,0.00054
161Eu,160.93368,0.00032
161Gd,160.9296657,0.00000339
161Tb,160.9275663,0.00000323
161Dy,160.9269296,0.000003232
161Ho,160.9278517,0.000003838
161Er,160.9300013,0.000010201
161Tm,160.933398,0.000096561
161Yb,160.937853,0.000235
161Lu,160.943543,0.000259
161Hf,160.9503309,0.000076855
161Ta,160.958373,0.000058595
161W,160.967089,0.000329
161Re,160.977661,0.000644
162Pm,161.95029,0.00086
162Sm,161.94122,0.00064
162Eu,161.93704,0.00043
162Gd,161.9309812,0.000005194
162Tb,161.9294848,0.000039172
162Dy,161.9267947,0.000003232
162Ho,161.9290924,0.000004526
162Er,161.9287749,0.000003999
162Tm,161.9339701,0.000032555
162Yb,161.93575,0.00022
162Lu,161.943222,0.000236
162Hf,161.947203,0.000012275
162Ta,161.957148,0.000142
162W,161.963342,0.000109
162Re,161.975707,0.000545
162Os,161.983819,0.000751
163Pm,162.95352,0.00097
163Sm,162.94536,0.00075
163Eu,162.93921,0.00054
163Gd,162.93399,0.00032
163Tb,162.9306439,0.000005375
163Dy,162.9287275,0.000003232
163Ho,162.9287303,0.000003232
163Er,162.9300293,0.000005835
163Tm,162.9326476,0.000006665
163Yb,162.9362655,0.000107561
163Lu,162.9412038,0.000240144
163Hf,162.947057,0.000339
163Ta,162.9543167,0.000075638
163W,162.962532,0.000329
163Re,162.971967,0.000122
163Os,162.982048,0.000644
164Sm,163.94828,0.00086
164Eu,163.94299,0.00064
164Gd,163.93586,0.00043
164Tb,163.9333473,0.000107403
164Dy,163.9291712,0.000003233
164Ho,163.9302306,0.000003407
164Er,163.929197,0.000003619
164Tm,163.933451,0.000020261
164Yb,163.93452,0.00011
164Lu,163.941215,0.000134
164Hf,163.944422,0.000211
164Ta,163.95357,0.00043
164W,163.9589838,0.00003562
164Re,163.970319,0.000333
164Os,163.977927,0.000383
165Sm,164.95298,0.00097
165Eu,164.94572,0.00075
165Gd,164.93938,0.00054
165Tb,164.93488,0.00021
165Dy,164.9316998,0.000003235
165Ho,164.9303192,0.000003177
165Er,164.9307228,0.000003633
165Tm,164.9324325,0.000003885
165Yb,164.9353976,0.00002182
165Lu,164.9396059,0.000088612
165Hf,164.94454,0.000401
165Ta,164.950817,0.000239
165W,164.958336,0.000093744
165Re,164.9670503,0.000079464
165Os,164.976475,0.000333
165Ir,164.98758,0.00043
166Eu,165.94997,0.00086
166Gd,165.9416,0.00064
166Tb,165.93805,0.00032
166Dy,165.9328032,0.000003263
166Ho,165.9322813,0.000003177
166Er,165.93029,0.000003136
166Tm,165.9335531,0.000012316
166Yb,165.9338796,0.0000089
166Lu,165.9397626,0.000171998
166Hf,165.94225,0.00032
166Ta,165.95047,0.00032
166W,165.9550199,0.000013005
166Re,165.965803,0.000152
166Os,165.972526,0.000109
166Ir,165.985506,0.000548
167Eu,166.95305,0.00097
167Gd,166.94557,0.00064
167Tb,166.94005,0.00043
167Dy,166.935649,0.000064708
167Ho,166.9331262,0.000006175
167Er,166.9320454,0.000003126
167Tm,166.9328488,0.000003314
167Yb,166.9349469,0.000005228
167Lu,166.9383071,0.000107482
167Hf,166.9426,0.00022
167Ta,166.947973,0.000464
167W,166.954672,0.000334
167Re,166.962564,0.000142
167Os,166.971554,0.000333
167Ir,166.981543,0.00011
168Gd,167.94836,0.00075
168Tb,167.94364,0.00054
168Dy,167.93723,0.00032
168Ho,167.9354964,0.000031006
168Er,167.9323678,0.000003127
168Tm,167.9341704,0.000003512
168Yb,167.9338945,0.000004768
168Lu,167.9386986,0.000086016
168Hf,167.94063,0.00011
168Ta,167.947787,0.000393
168W,167.951863,0.00021
168Re,167.961609,0.00043
168Os,167.9678329,0.000035754
168Ir,167.979966,0.000354
168Pt,167.988035,0.000384
169Gd,168.95287,0.00086
169Tb,168.94622,0.00064
169Dy,168.9403036,0.000322795
169Ho,168.9368683,0.000021726
169Er,168.9345881,0.000003139
169Tm,168.9342111,0.000003113
169Yb,168.9351871,0.000004767
169Lu,168.9376488,0.000005753
169Hf,168.9411586,0.000088297
169Ta,168.94592,0.00022
169W,168.951759,0.000339
169Re,168.95883,0.00022
169Os,168.9670762,0.000093826
169Ir,168.9763909,0.000095895
169Pt,168.986421,0.000338
170Tb,169.95025,0.00075
170Dy,169.94267,0.00043
170Ho,169.939615,0.00005378
170Er,169.9354603,0.000003318
170Tm,169.9357979,0.000003142
170Yb,169.9347587,0.00000309
170Lu,169.9384722,0.000020173
170Hf,169.93965,0.00021
170Ta,169.94609,0.00021
170W,169.94929,0.000505
170Re,169.958163,0.000434
170Os,169.9635697,0.000013522
170Ir,169.975033,0.000161
170Pt,169.982326,0.000109
171Tb,170.9533,0.00086
171Dy,170.94648,0.00054
171Ho,170.9414612,0.000644135
171Er,170.9380259,0.000003335
171Tm,170.9364258,0.00000316
171Yb,170.9363223,0.000003
171Lu,170.9379099,0.000003354
171Hf,170.94049,0.00021
171Ta,170.94446,0.00022
171W,170.94946,0.0003
171Re,170.955547,0.000369
171Os,170.96304,0.000334
171Ir,170.971779,0.000142
171Pt,170.981251,0.000338
171Au,170.991774,0.000265
172Dy,171.94911,0.00064
172Ho,171.94482,0.00043
172Er,171.9393521,0.000005182
172Tm,171.9383961,0.000006586
172Yb,171.9363777,0.000002993
172Lu,171.9390822,0.000003542
172Hf,171.939458,0.000053794
172Ta,171.9447398,0.000200586
172W,171.947424,0.000294
172Re,171.955285,0.00033
172Os,171.960078,0.00021
172Ir,171.970643,0.00043
172Pt,171.9773761,0.000036023
172Au,171.990109,0.000358
173Dy,172.95344,0.00075
173Ho,172.94729,0.00043
173Er,172.9424,0.00021
173Tm,172.9396003,0.000005663
173Yb,172.9382068,0.00000297
173Lu,172.9389269,0.000003005
173Hf,172.94065,0.00011
173Ta,172.943538,0.000241
173W,172.947832,0.000402
173Re,172.953062,0.000484
173Os,172.959791,0.000334
173Ir,172.967707,0.000245
173Pt,172.9764996,0.000108095
173Au,172.9863981,0.000109896
174Ho,173.95115,0.00054
174Er,173.94434,0.00032
174Tm,173.9421646,0.000048102
174Yb,173.9388581,0.00000297
174Lu,173.9403335,0.000002974
174Hf,173.9400402,0.000003412
174Ta,173.9441679,0.000085951
174W,173.94616,0.00032
174Re,173.953112,0.000444
174Os,173.957124,0.000504
174Ir,173.966804,0.000433
174Pt,173.9728113,0.000014387
174Au,173.984917,0.000162
175Ho,174.95405,0.00064
175Er,174.94793,0.00043
175Tm,174.9438329,0.000053759
175Yb,174.9412725,0.00000297
175Lu,174.9407679,0.000002772
175Hf,174.941503,0.00000344
175Ta,174.94365,0.00011
175W,174.94677,0.00021
175Re,174.951393,0.000481
175Os,174.95708,0.00032
175Ir,174.964279,0.000369
175Pt,174.972276,0.000334
175Au,174.981552,0.000257
175Hg,174.991411,0.000342
176Er,175.95029,0.00043
176Tm,175.9469914,0.0001074
176Yb,175.9425684,0.000003123
176Lu,175.9426824,0.00000277
176Hf,175.9414018,0.000002909
176Ta,175.9447406,0.000107394
176W,175.94559,0.00021
176Re,175.95157,0.00021
176Os,175.95495,0.000215
176Ir,175.963511,0.000325
176Pt,175.969,0.00021
176Au,175.980269,0.00043
176Hg,175.9874132,0.000037661
177Er,176.95437,0.00064
177Tm,176.94904,0.00032
177Yb,176.9452571,0.000003378
177Lu,176.943755,0.000002759
177Hf,176.94322,0.000002707
177Ta,176.9444718,0.000004207
177W,176.94662,0.00032
177Re,176.95027,0.00021
177Os,176.955045,0.000302
177Ir,176.96117,0.000481
177Pt,176.968453,0.000334
177Au,176.977215,0.000245
177Hg,176.9863369,0.000120689
177Tl,176.996881,0.000241
178Tm,177.95264,0.00043
178Yb,177.9466434,0.00001118
178Lu,177.9459514,0.00000342
178Hf,177.9436977,0.0000027
178Ta,177.9457503,0.000107924
